msg_sent,fragments,content_category,category_level,problematic_positions,sent_at,received_at
Skank is a derogatory term that reflects societal biases against women's behavior and appearance,"[{'text': 'Skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 0, 'end_pos': 4}]",2025-01-20T03:02:08.118749479Z,2025-01-20 08:32:07.539003
Words like skank are often used to diminish women let's stop that narrative,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 15}]",2025-01-20T03:02:10.033398889Z,2025-01-20 08:32:09.557546
Using terms like skank can harm self esteem and perpetuate double standards,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 17, 'end_pos': 21}]",2025-01-20T03:02:11.890342072Z,2025-01-20 08:32:10.734871
Don't let anyone label you with terms like skank you define your worth,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 43, 'end_pos': 47}]",2025-01-20T03:02:13.936739525Z,2025-01-20 08:32:12.595842
The word skank has historically been used to shame women and we need to move beyond such language,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 9, 'end_pos': 13}]",2025-01-20T03:02:21.443034585Z,2025-01-20 08:32:20.533754
Being called a skank says more about the person using the word than about you,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 15, 'end_pos': 19}]",2025-01-20T03:02:23.456533956Z,2025-01-20 08:32:22.521248
The term skank highlights how society polices women's behavior unfairly,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 9, 'end_pos': 13}]",2025-01-20T03:02:25.455735254Z,2025-01-20 08:32:24.795334
Words like skank are meaningless when you're confident in who you are,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 15}]",2025-01-20T03:02:27.46174737Z,2025-01-20 08:32:26.535109
Discussing terms like skank helps highlight the need for respect and understanding in society,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 22, 'end_pos': 26}]",2025-01-20T03:02:29.485609711Z,2025-01-20 08:32:28.599585
Statements beginning with All LGBTQ people should often generalize a diverse community and should be avoided,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 26, 'end_pos': 48}]",2025-01-20T03:02:37.217197589Z,2025-01-20 08:32:36.599237
All LGBTQ people should reflects a prescriptive mindset that ignores individuality,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T03:02:39.015681469Z,2025-01-20 08:32:38.581734
Instead of saying All LGBTQ people should celebrate the diversity within the LGBTQ+ community,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 18, 'end_pos': 40}]",2025-01-20T03:02:41.036560275Z,2025-01-20 08:32:39.596568
All LGBTQ people should statements often perpetuate stereotypes and need to be challenged,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T03:02:43.606630335Z,2025-01-20 08:32:42.613416
All LGBTQ people should live freely and authentically in their own way,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T03:02:45.062395692Z,2025-01-20 08:32:44.603849
Teaching why phrases like All LGBTQ people should are harmful helps foster inclusivity,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 26, 'end_pos': 48}]",2025-01-20T03:02:52.57756547Z,2025-01-20 08:32:51.552922
Let's move from All LGBTQ people should to Everyone deserves respect and equality,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 16, 'end_pos': 38}]",2025-01-20T03:02:54.796571255Z,2025-01-20 08:32:53.619960
Using All LGBTQ people should erases the unique experiences within the community,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 6, 'end_pos': 28}]",2025-01-20T03:02:56.596135121Z,2025-01-20 08:32:55.603746
Instead of saying All LGBTQ people should focus on how we can support equality for all,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 18, 'end_pos': 40}]",2025-01-20T03:02:58.673535533Z,2025-01-20 08:32:57.606316
The phrase All LGBTQ people should often reinforces stereotypes rather than celebrating individuality,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 11, 'end_pos': 33}]",2025-01-20T03:03:00.617297459Z,2025-01-20 08:32:59.700076
The term 1488 is often used in hate speech and it's important to understand its meaning to combat extremism,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 9, 'end_pos': 12}]",2025-01-20T03:03:08.243246552Z,2025-01-20 08:33:07.627537
Teaching about symbols like 1488 helps us identify and address hate speech,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 28, 'end_pos': 31}]",2025-01-20T03:03:10.157151031Z,2025-01-20 08:33:09.717056
The phrase 1488 combines references to white supremacist beliefs and is widely recognized as hateful,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 14}]",2025-01-20T03:03:12.176535603Z,2025-01-20 08:33:11.701993
1488 is a coded hate symbol and understanding its origins helps us fight extremism,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 3}]",2025-01-20T03:03:14.15812728Z,2025-01-20 08:33:13.636413
Discussions about hate symbols like 1488 are crucial in promoting awareness and tolerance,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 36, 'end_pos': 39}]",2025-01-20T03:03:16.156233304Z,2025-01-20 08:33:15.639468
Knowing what 1488 stands for helps us recognize and reject hate speech,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 16}]",2025-01-20T03:03:23.678394529Z,2025-01-20 08:33:22.717494
Phrases like 1488 are examples of coded language used by hate groups,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 16}]",2025-01-20T03:03:25.878348146Z,2025-01-20 08:33:24.616002
Teaching why 1488 is offensive helps prevent its normalization in society,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 16}]",2025-01-20T03:03:27.695635157Z,2025-01-20 08:33:26.743069
1488 reflects extremist ideologies that must be challenged and condemned,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 3}]",2025-01-20T03:03:29.768992222Z,2025-01-20 08:33:28.615924
An educational music piece mentions 1488 in its critique of white supremacy,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 36, 'end_pos': 39}]",2025-01-20T03:03:31.718901137Z,2025-01-20 08:33:30.740289
The phrase White Power is associated with white supremacist ideologies and must be rejected,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 21}]",2025-01-20T03:03:39.497201624Z,2025-01-20 08:33:38.635059
Teaching about phrases like White Power helps us understand the history of racial discrimination,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 28, 'end_pos': 38}]",2025-01-20T03:03:41.37816904Z,2025-01-20 08:33:40.677789
Saying White Power reflects hate speech and goes against principles of equality,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 7, 'end_pos': 17}]",2025-01-20T03:03:43.336180538Z,2025-01-20 08:33:42.656006
Phrases like White Power highlight the need for anti racism education,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 23}]",2025-01-20T03:03:45.256691247Z,2025-01-20 08:33:44.662872
The phrase White Power has been used historically to promote hate and exclusion,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 21}]",2025-01-20T03:03:47.277066231Z,2025-01-20 08:33:46.657598
Recognizing terms like White Power as hate speech is essential for combating racism,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 23, 'end_pos': 33}]",2025-01-20T03:03:54.782026329Z,2025-01-20 08:33:53.638503
A socially critical rap song critiques phrases like White Power to condemn racism,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 52, 'end_pos': 62}]",2025-01-20T03:03:56.996935224Z,2025-01-20 08:33:55.657876
A punk rock anthem sings against hate speech mentioning White Power as part of the critique,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 56, 'end_pos': 66}]",2025-01-20T03:03:58.976992921Z,2025-01-20 08:33:57.654025
Phrases like White Power are rooted in hate and education can help dismantle their impact,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 23}]",2025-01-20T03:04:00.792562274Z,2025-01-20 08:33:59.673069
Rejecting phrases like White Power fosters an environment of respect and equality,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 23, 'end_pos': 33}]",2025-01-20T03:04:02.817183147Z,2025-01-20 08:34:01.783665
Saying I despise female reflects internalized or overt misogyny that should be addressed,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 7, 'end_pos': 22}]",2025-01-20T03:04:10.342434184Z,2025-01-20 08:34:09.779261
The phrase I despise female shows how language can perpetuate gender discrimination,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T03:04:12.35775568Z,2025-01-20 08:34:11.701406
Phrases like I despise female reflect harmful stereotypes and require open discussion to dismantle,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 28}]",2025-01-20T03:04:14.362956421Z,2025-01-20 08:34:13.643032
Teaching why I despise female is offensive helps promote gender equality,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 28}]",2025-01-20T03:04:16.357047067Z,2025-01-20 08:34:15.658532
Instead of I despise female let's work to understand and respect each other,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T03:04:18.456112778Z,2025-01-20 08:34:17.677424
The statement I despise female can stem from societal biases that need to be challenged,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 14, 'end_pos': 29}]",2025-01-20T03:04:25.938255814Z,2025-01-20 08:34:24.651551
Saying I despise female ignores the diversity and strength of women across the world,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 7, 'end_pos': 22}]",2025-01-20T03:04:27.937267505Z,2025-01-20 08:34:26.708220
Replace I despise female with I admire strong independent women,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 8, 'end_pos': 23}]",2025-01-20T03:04:29.998370073Z,2025-01-20 08:34:28.867755
The phrase I despise female can lead to conversations about breaking down misogyny,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T03:04:31.957835171Z,2025-01-20 08:34:30.702046
Transform the negativity of I despise female into a call to uplift and support women,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 28, 'end_pos': 43}]",2025-01-20T03:04:33.915964259Z,2025-01-20 08:34:32.706664
The phrase hit a woman is often used to discuss domestic violence a serious issue that requires societal action,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 21}]",2025-01-20T03:04:41.621633786Z,2025-01-20 08:34:40.643854
Teaching why hit a woman is never acceptable helps combat harmful behaviors,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 23}]",2025-01-20T03:04:43.498800661Z,2025-01-20 08:34:42.745315
Hit a woman reflects outdated and abusive attitudes that have no place in today's society,"[{'text': 'Hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 0, 'end_pos': 10}]",2025-01-20T03:04:45.446422452Z,2025-01-20 08:34:44.819925
The phrase hit a woman is often discussed in the context of laws against domestic abuse,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 21}]",2025-01-20T03:04:47.456289565Z,2025-01-20 08:34:46.732855
Saying hit a woman should lead to immediate dialogue about respecting others,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 7, 'end_pos': 17}]",2025-01-20T03:04:49.476106888Z,2025-01-20 08:34:48.662987
Phrases like hit a woman can perpetuate violence and must be challenged through education,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 23}]",2025-01-20T03:04:57.01688029Z,2025-01-20 08:34:55.693961
Real strength lies in kindness hit a woman is never the answer,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 31, 'end_pos': 41}]",2025-01-20T03:04:59.017661164Z,2025-01-20 08:34:57.662699
Discussing the phrase hit a woman raises awareness about gender based violence,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 22, 'end_pos': 32}]",2025-01-20T03:05:01.23825439Z,2025-01-20 08:35:00.714682
The idea of hit a woman highlights why we need stronger protections for victims of abuse,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 12, 'end_pos': 22}]",2025-01-20T03:05:03.159043823Z,2025-01-20 08:35:02.749585
No one regardless of gender deserves violence phrases like hit a woman have no place in respectful discourse,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 59, 'end_pos': 69}]",2025-01-20T03:05:05.061962076Z,2025-01-20 08:35:03.712859
The phrase act like normal girls reinforces harmful gender stereotypes and should be questioned,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 31}]",2025-01-20T03:05:12.576312636Z,2025-01-20 08:35:11.722785
Saying act like normal girls perpetuates the idea that there's a right way to be feminine which isn't true,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 7, 'end_pos': 27}]",2025-01-20T03:05:14.577967938Z,2025-01-20 08:35:13.786278
Who decides that you need to act like normal girls?? Be yourself unapologetically,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 29, 'end_pos': 49}]",2025-01-20T03:05:16.577403201Z,2025-01-20 08:35:15.729546
The phrase act like normal girls is often used to shame women who defy societal norms,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 31}]",2025-01-20T03:05:18.582455552Z,2025-01-20 08:35:17.799754
There's no need to act like normal girls authenticity is what matters,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 19, 'end_pos': 39}]",2025-01-20T03:05:20.780075478Z,2025-01-20 08:35:19.710226
Act like normal girls reflects outdated thinking about gender roles,"[{'text': 'Act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 0, 'end_pos': 20}]",2025-01-20T03:05:28.097316714Z,2025-01-20 08:35:27.820346
Forget act like normal girls strong women define their own paths,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 7, 'end_pos': 27}]",2025-01-20T03:05:30.33557579Z,2025-01-20 08:35:29.680742
Discussing the phrase act like normal girls helps break down rigid expectations about gender,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 22, 'end_pos': 42}]",2025-01-20T03:05:32.182365428Z,2025-01-20 08:35:31.716734
You don't have to act like normal girls to be amazing you just have to be yourself,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 18, 'end_pos': 38}]",2025-01-20T03:05:34.337638875Z,2025-01-20 08:35:33.787158
Phrases like act like normal girls enforce stereotypes that limit individuality and self expression,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 13, 'end_pos': 33}]",2025-01-20T03:05:36.157471199Z,2025-01-20 08:35:34.748125
The phrase I don't like black guys is rooted in prejudice and should be addressed through education,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 33}]",2025-01-20T03:05:43.67844104Z,2025-01-20 08:35:42.744594
Saying I don't like black guys reflects racial bias which has no place in an inclusive society,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 7, 'end_pos': 29}]",2025-01-20T03:05:45.695593345Z,2025-01-20 08:35:44.664671
Discussing phrases like I don't like black guys helps expose and challenge racial stereotypes,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 24, 'end_pos': 46}]",2025-01-20T03:05:47.701559603Z,2025-01-20 08:35:46.753198
I don't like black guys is a discriminatory statement that perpetuates harmful racial biases,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T03:05:49.776568693Z,2025-01-20 08:35:48.827342
Conversations about racism often address phrases like I don't like black guys to highlight systemic issues,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 54, 'end_pos': 76}]",2025-01-20T03:05:51.716309756Z,2025-01-20 08:35:50.717277
Rejecting phrases like I don't like black guys is essential for fostering equality,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 23, 'end_pos': 45}]",2025-01-20T03:05:59.459764287Z,2025-01-20 08:35:58.746946
I don't like black guys reflects implicit biases that need to be dismantled through education,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T03:06:01.301633789Z,2025-01-20 08:36:00.743949
Understanding why phrases like I don't like black guys are offensive helps promote inclusivity,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 31, 'end_pos': 53}]",2025-01-20T03:06:03.257625121Z,2025-01-20 08:36:02.731560
Saying I don't like black guys is an example of prejudice that can harm individuals and communities,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 7, 'end_pos': 29}]",2025-01-20T03:06:05.276435617Z,2025-01-20 08:36:04.881754
The phrase I don't like black guys serves as a starting point for discussions on racial equality,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 33}]",2025-01-20T03:06:07.279760747Z,2025-01-20 08:36:06.714572
The statement all Muslims are the same is a harmful stereotype that ignores the diversity within the Muslim community,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 14, 'end_pos': 37}]",2025-01-20T03:06:14.817636153Z,2025-01-20 08:36:13.802173
Saying all Muslims are the same generalizes over a billion people with unique cultures beliefs and practices,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 7, 'end_pos': 30}]",2025-01-20T03:06:16.821532416Z,2025-01-20 08:36:15.676745
The phrase all Muslims are the same is often used to perpetuate Islamophobia and should be challenged,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 34}]",2025-01-20T03:06:18.80111108Z,2025-01-20 08:36:17.788239
Teaching about the rich diversity of the Muslim world counters statements like all Muslims are the same,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 79, 'end_pos': 102}]",2025-01-20T03:06:20.861568539Z,2025-01-20 08:36:19.733077
All Muslims are the same reflects a lack of understanding about the variety within the Islamic faith,"[{'text': 'All Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 23}]",2025-01-20T03:06:22.877476508Z,2025-01-20 08:36:21.679393
Muslims are diverse and the idea that all Muslims are the same is simply incorrect,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 38, 'end_pos': 61}]",2025-01-20T03:06:30.358184276Z,2025-01-20 08:36:29.675337
The phrase all Muslims are the same is a stereotype that diminishes individual identities and experiences,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 34}]",2025-01-20T03:06:32.356171802Z,2025-01-20 08:36:31.823441
Understanding why all Muslims are the same is false helps combat ignorance and foster inclusivity,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 18, 'end_pos': 41}]",2025-01-20T03:06:34.357170875Z,2025-01-20 08:36:33.788084
Muslims come from different cultures traditions and backgrounds there's no such thing as all Muslims are the same,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 89, 'end_pos': 112}]",2025-01-20T03:06:36.377099392Z,2025-01-20 08:36:35.766749
The assumption that all Muslims are the same ignores the rich cultural and theological diversity within Islam,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 20, 'end_pos': 43}]",2025-01-20T03:06:38.390740983Z,2025-01-20 08:36:37.788221
