msg_sent,fragments,content_category,category_level,problematic_positions,sent_at,received_at
The phrase All LGBTQ people should often reinforces stereotypes rather than celebrating individuality,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 11, 'end_pos': 33}]",2025-01-20T02:51:07.599139409Z,2025-01-20 08:21:07.042873
The term 1488 is often used in hate speech and it's important to understand its meaning to combat extremism,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 9, 'end_pos': 12}]",2025-01-20T02:51:15.113560957Z,2025-01-20 08:21:14.231356
Teaching about symbols like 1488 helps us identify and address hate speech,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 28, 'end_pos': 31}]",2025-01-20T02:51:17.213850362Z,2025-01-20 08:21:16.243827
The phrase 1488 combines references to white supremacist beliefs and is widely recognized as hateful,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 14}]",2025-01-20T02:51:19.212766821Z,2025-01-20 08:21:18.244410
1488 is a coded hate symbol and understanding its origins helps us fight extremism,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 3}]",2025-01-20T02:51:21.132635612Z,2025-01-20 08:21:20.481689
Discussions about hate symbols like 1488 are crucial in promoting awareness and tolerance,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 36, 'end_pos': 39}]",2025-01-20T02:51:23.13533234Z,2025-01-20 08:21:22.402474
Knowing what 1488 stands for helps us recognize and reject hate speech,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 16}]",2025-01-20T02:51:30.659948478Z,2025-01-20 08:21:29.237109
Phrases like 1488 are examples of coded language used by hate groups,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 16}]",2025-01-20T02:51:32.657522886Z,2025-01-20 08:21:31.257257
Teaching why 1488 is offensive helps prevent its normalization in society,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 16}]",2025-01-20T02:51:34.652851337Z,2025-01-20 08:21:33.971771
1488 reflects extremist ideologies that must be challenged and condemned,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 3}]",2025-01-20T02:51:36.677444686Z,2025-01-20 08:21:35.257697
An educational music piece mentions 1488 in its critique of white supremacy,"[{'text': '1488', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 36, 'end_pos': 39}]",2025-01-20T02:51:38.664630648Z,2025-01-20 08:21:37.244211
The phrase White Power is associated with white supremacist ideologies and must be rejected,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 21}]",2025-01-20T02:51:46.413827088Z,2025-01-20 08:21:44.997434
Teaching about phrases like White Power helps us understand the history of racial discrimination,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 28, 'end_pos': 38}]",2025-01-20T02:51:48.417584474Z,2025-01-20 08:21:47.011175
Saying White Power reflects hate speech and goes against principles of equality,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 7, 'end_pos': 17}]",2025-01-20T02:51:50.273121417Z,2025-01-20 08:21:49.282077
Phrases like White Power highlight the need for anti racism education,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 23}]",2025-01-20T02:51:52.288263408Z,2025-01-20 08:21:51.008424
The phrase White Power has been used historically to promote hate and exclusion,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 21}]",2025-01-20T02:51:54.235149846Z,2025-01-20 08:21:53.282587
Recognizing terms like White Power as hate speech is essential for combating racism,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 23, 'end_pos': 33}]",2025-01-20T02:52:02.109774192Z,2025-01-20 08:22:01.267722
A socially critical rap song critiques phrases like White Power to condemn racism,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 52, 'end_pos': 62}]",2025-01-20T02:52:03.779463197Z,2025-01-20 08:22:03.045192
A punk rock anthem sings against hate speech mentioning White Power as part of the critique,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 56, 'end_pos': 66}]",2025-01-20T02:52:05.773649429Z,2025-01-20 08:22:05.280611
Phrases like White Power are rooted in hate and education can help dismantle their impact,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 13, 'end_pos': 23}]",2025-01-20T02:52:07.773929922Z,2025-01-20 08:22:07.024179
Rejecting phrases like White Power fosters an environment of respect and equality,"[{'text': 'White Power', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 23, 'end_pos': 33}]",2025-01-20T02:52:09.774692406Z,2025-01-20 08:22:09.291988
Saying I despise female reflects internalized or overt misogyny that should be addressed,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 7, 'end_pos': 22}]",2025-01-20T02:52:17.299423678Z,2025-01-20 08:22:16.326994
The phrase I despise female shows how language can perpetuate gender discrimination,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T02:52:19.31311353Z,2025-01-20 08:22:18.413182
Phrases like I despise female reflect harmful stereotypes and require open discussion to dismantle,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 28}]",2025-01-20T02:52:21.31452408Z,2025-01-20 08:22:20.186198
Teaching why I despise female is offensive helps promote gender equality,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 28}]",2025-01-20T02:52:23.509120957Z,2025-01-20 08:22:23.219803
Instead of I despise female let's work to understand and respect each other,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T02:52:25.313855974Z,2025-01-20 08:22:24.027432
The statement I despise female can stem from societal biases that need to be challenged,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 14, 'end_pos': 29}]",2025-01-20T02:52:32.858779396Z,2025-01-20 08:22:32.302124
Saying I despise female ignores the diversity and strength of women across the world,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 7, 'end_pos': 22}]",2025-01-20T02:52:34.874101415Z,2025-01-20 08:22:34.034659
Replace I despise female with I admire strong independent women,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 8, 'end_pos': 23}]",2025-01-20T02:52:36.874785243Z,2025-01-20 08:22:36.102901
The phrase I despise female can lead to conversations about breaking down misogyny,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T02:52:39.005592948Z,2025-01-20 08:22:38.089434
Transform the negativity of I despise female into a call to uplift and support women,"[{'text': 'I despise female', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 28, 'end_pos': 43}]",2025-01-20T02:52:40.892772735Z,2025-01-20 08:22:40.166201
The phrase hit a woman is often used to discuss domestic violence a serious issue that requires societal action,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 21}]",2025-01-20T02:52:48.433591672Z,2025-01-20 08:22:47.152904
Teaching why hit a woman is never acceptable helps combat harmful behaviors,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 23}]",2025-01-20T02:52:50.433846864Z,2025-01-20 08:22:49.314600
Hit a woman reflects outdated and abusive attitudes that have no place in today's society,"[{'text': 'Hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 0, 'end_pos': 10}]",2025-01-20T02:52:52.435173833Z,2025-01-20 08:22:51.374176
The phrase hit a woman is often discussed in the context of laws against domestic abuse,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 21}]",2025-01-20T02:52:54.435038389Z,2025-01-20 08:22:53.334740
Saying hit a woman should lead to immediate dialogue about respecting others,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 7, 'end_pos': 17}]",2025-01-20T02:52:56.558726009Z,2025-01-20 08:22:55.295043
Phrases like hit a woman can perpetuate violence and must be challenged through education,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 23}]",2025-01-20T02:53:03.972831579Z,2025-01-20 08:23:03.279363
Real strength lies in kindness hit a woman is never the answer,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 31, 'end_pos': 41}]",2025-01-20T02:53:05.993335191Z,2025-01-20 08:23:05.124023
Discussing the phrase hit a woman raises awareness about gender based violence,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 22, 'end_pos': 32}]",2025-01-20T02:53:07.999561114Z,2025-01-20 08:23:07.312105
The idea of hit a woman highlights why we need stronger protections for victims of abuse,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 12, 'end_pos': 22}]",2025-01-20T02:53:10.032559732Z,2025-01-20 08:23:09.293749
No one regardless of gender deserves violence phrases like hit a woman have no place in respectful discourse,"[{'text': 'hit a woman', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 59, 'end_pos': 69}]",2025-01-20T02:53:12.044263281Z,2025-01-20 08:23:11.375645
The phrase act like normal girls reinforces harmful gender stereotypes and should be questioned,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 31}]",2025-01-20T02:53:19.554697151Z,2025-01-20 08:23:18.244614
Saying act like normal girls perpetuates the idea that there's a right way to be feminine which isn't true,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 7, 'end_pos': 27}]",2025-01-20T02:53:21.557165928Z,2025-01-20 08:23:20.327987
Who decides that you need to act like normal girls?? Be yourself unapologetically,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 29, 'end_pos': 49}]",2025-01-20T02:53:23.794250946Z,2025-01-20 08:23:23.160444
The phrase act like normal girls is often used to shame women who defy societal norms,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 31}]",2025-01-20T02:53:25.557562801Z,2025-01-20 08:23:24.133263
There's no need to act like normal girls authenticity is what matters,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 19, 'end_pos': 39}]",2025-01-20T02:53:27.773157642Z,2025-01-20 08:23:27.119029
Act like normal girls reflects outdated thinking about gender roles,"[{'text': 'Act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 0, 'end_pos': 20}]",2025-01-20T02:53:35.095572183Z,2025-01-20 08:23:34.245502
Forget act like normal girls strong women define their own paths,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 7, 'end_pos': 27}]",2025-01-20T02:53:37.11458654Z,2025-01-20 08:23:36.327870
Discussing the phrase act like normal girls helps break down rigid expectations about gender,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 22, 'end_pos': 42}]",2025-01-20T02:53:39.15978552Z,2025-01-20 08:23:38.321283
You don't have to act like normal girls to be amazing you just have to be yourself,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 18, 'end_pos': 38}]",2025-01-20T02:53:41.120109877Z,2025-01-20 08:23:40.341688
Phrases like act like normal girls enforce stereotypes that limit individuality and self expression,"[{'text': 'act like normal girls', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 13, 'end_pos': 33}]",2025-01-20T02:53:43.14866773Z,2025-01-20 08:23:42.199220
The phrase I don't like black guys is rooted in prejudice and should be addressed through education,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 33}]",2025-01-20T02:53:50.673558927Z,2025-01-20 08:23:49.339218
Saying I don't like black guys reflects racial bias which has no place in an inclusive society,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 7, 'end_pos': 29}]",2025-01-20T02:53:52.653908223Z,2025-01-20 08:23:52.221615
Discussing phrases like I don't like black guys helps expose and challenge racial stereotypes,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 24, 'end_pos': 46}]",2025-01-20T02:53:54.653446109Z,2025-01-20 08:23:54.212697
I don't like black guys is a discriminatory statement that perpetuates harmful racial biases,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T02:53:56.672221746Z,2025-01-20 08:23:56.221696
Conversations about racism often address phrases like I don't like black guys to highlight systemic issues,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 54, 'end_pos': 76}]",2025-01-20T02:53:58.672992399Z,2025-01-20 08:23:58.205591
Rejecting phrases like I don't like black guys is essential for fostering equality,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 23, 'end_pos': 45}]",2025-01-20T02:54:06.177885353Z,2025-01-20 08:24:05.481366
I don't like black guys reflects implicit biases that need to be dismantled through education,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T02:54:08.197669963Z,2025-01-20 08:24:07.368347
Understanding why phrases like I don't like black guys are offensive helps promote inclusivity,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 31, 'end_pos': 53}]",2025-01-20T02:54:10.193391143Z,2025-01-20 08:24:09.448580
Saying I don't like black guys is an example of prejudice that can harm individuals and communities,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 7, 'end_pos': 29}]",2025-01-20T02:54:12.213903056Z,2025-01-20 08:24:11.225210
The phrase I don't like black guys serves as a starting point for discussions on racial equality,"[{'text': ""I don't like black guys"", 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 33}]",2025-01-20T02:54:14.213829109Z,2025-01-20 08:24:13.349762
The statement all Muslims are the same is a harmful stereotype that ignores the diversity within the Muslim community,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 14, 'end_pos': 37}]",2025-01-20T02:54:21.735460677Z,2025-01-20 08:24:21.241769
Saying all Muslims are the same generalizes over a billion people with unique cultures beliefs and practices,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 7, 'end_pos': 30}]",2025-01-20T02:54:23.753514145Z,2025-01-20 08:24:22.337632
The phrase all Muslims are the same is often used to perpetuate Islamophobia and should be challenged,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 34}]",2025-01-20T02:54:25.753408258Z,2025-01-20 08:24:24.339124
Teaching about the rich diversity of the Muslim world counters statements like all Muslims are the same,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 79, 'end_pos': 102}]",2025-01-20T02:54:27.795584415Z,2025-01-20 08:24:27.368081
All Muslims are the same reflects a lack of understanding about the variety within the Islamic faith,"[{'text': 'All Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 23}]",2025-01-20T02:54:29.774058403Z,2025-01-20 08:24:29.287866
Muslims are diverse and the idea that all Muslims are the same is simply incorrect,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 38, 'end_pos': 61}]",2025-01-20T02:54:37.291944707Z,2025-01-20 08:24:36.225173
The phrase all Muslims are the same is a stereotype that diminishes individual identities and experiences,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 11, 'end_pos': 34}]",2025-01-20T02:54:39.312594384Z,2025-01-20 08:24:38.344796
Understanding why all Muslims are the same is false helps combat ignorance and foster inclusivity,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 18, 'end_pos': 41}]",2025-01-20T02:54:41.313819899Z,2025-01-20 08:24:40.342287
Muslims come from different cultures traditions and backgrounds there's no such thing as all Muslims are the same,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 89, 'end_pos': 112}]",2025-01-20T02:54:43.298209303Z,2025-01-20 08:24:42.282601
The assumption that all Muslims are the same ignores the rich cultural and theological diversity within Islam,"[{'text': 'all Muslims are the same', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 20, 'end_pos': 43}]",2025-01-20T02:54:45.514034018Z,2025-01-20 08:24:44.351323
